issue_id	comment_created_at	comment_by
30095184	38976455	2014-03-28 22:54:32	38976455
30095184	38976780	2014-03-28 22:59:59	38976780
30095184	38976984	2014-03-28 23:03:22	38976984
30095184	38984606	2014-03-29 02:36:46	38984606
30095184	38986892	2014-03-29 04:46:58	38986892
30095184	38987024	2014-03-29 04:55:14	38987024
30095184	39001693	2014-03-29 17:03:45	39001693
30095184	39012355	2014-03-29 23:18:31	39012355
30095184	39014265	2014-03-30 00:56:11	39014265
30095184	47385763	2014-06-27 18:42:32	47385763
30095184	47616161	2014-07-01 04:36:54	47616161
29775283	39752278	2014-04-07 16:29:41	39752278
29775283	39760830	2014-04-07 17:47:31	39760830
29775283	68703791	2015-01-05 12:51:43	68703791
29353781	39411063	2014-04-03 04:11:34	39411063
29353781	39439886	2014-04-03 11:23:12	39439886
29348289	37578081	2014-03-13 19:45:53	37578081
29348289	37603730	2014-03-14 00:28:51	37603730
29348289	38385288	2014-03-23 15:17:16	38385288
29348289	38387100	2014-03-23 16:16:24	38387100
29348289	38395031	2014-03-23 19:56:27	38395031
29348289	38404746	2014-03-24 01:21:13	38404746
29348289	39837967	2014-04-08 11:39:32	39837967
29348289	39867240	2014-04-08 16:05:54	39867240
29348289	40071278	2014-04-10 12:21:03	40071278
29348289	40123280	2014-04-10 18:47:58	40123280
29220932	37355328	2014-03-11 22:40:31	37355328
29220932	37487290	2014-03-13 00:36:25	37487290
29220932	37500221	2014-03-13 04:53:09	37500221
29158687	37305092	2014-03-11 15:00:03	37305092
29158687	37504488	2014-03-13 06:44:41	37504488
29158687	37571737	2014-03-13 18:47:20	37571737
29021482	37111406	2014-03-08 22:05:45	37111406
29021482	37127087	2014-03-09 13:35:22	37127087
29021482	37135635	2014-03-09 19:13:30	37135635
29021482	37435647	2014-03-12 17:10:50	37435647
29012581	37086862	2014-03-08 02:42:34	37086862
29012581	37087093	2014-03-08 02:53:58	37087093
29012581	37087459	2014-03-08 03:10:14	37087459
28717671	36642023	2014-03-04 16:19:20	36642023
28717671	36648842	2014-03-04 17:13:09	36648842
28717671	36714931	2014-03-05 06:47:51	36714931
28717671	36759783	2014-03-05 16:18:10	36759783
28705546	36637589	2014-03-04 15:42:57	36637589
28705546	36763182	2014-03-05 16:40:51	36763182
28705546	36763249	2014-03-05 16:41:22	36763249
28705546	36765052	2014-03-05 16:55:16	36765052
28705546	37521675	2014-03-13 11:14:24	37521675
28705546	37549391	2014-03-13 15:50:31	37549391
28705546	68190769	2014-12-27 21:29:56	68190769
28705546	68214455	2014-12-28 18:10:21	68214455
28673813	36599932	2014-03-04 07:56:45	36599932
28673813	37689087	2014-03-14 19:59:48	37689087
28673813	37693870	2014-03-14 20:49:03	37693870
28673813	39629237	2014-04-05 05:09:59	39629237
28480150	36327036	2014-02-28 07:13:26	36327036
28480150	36332386	2014-02-28 09:01:17	36332386
28480150	36386918	2014-02-28 19:43:00	36386918
28123475	35840357	2014-02-23 19:28:30	35840357
28123475	35841909	2014-02-23 20:16:05	35841909
28123475	35842597	2014-02-23 20:39:15	35842597
28123475	36462421	2014-03-02 18:50:00	36462421
28123475	36466647	2014-03-02 21:01:39	36466647
28123475	36468054	2014-03-02 21:40:01	36468054
28123475	36473526	2014-03-03 00:32:56	36473526
28123475	36515727	2014-03-03 14:42:34	36515727
27767919	35350641	2014-02-18 04:02:42	35350641
27767919	35351474	2014-02-18 04:24:03	35351474
27766986	35349469	2014-02-18 03:32:45	35349469
27766986	35350535	2014-02-18 04:00:06	35350535
27766986	35846273	2014-02-23 22:32:20	35846273
27746787	35324405	2014-02-17 21:27:32	35324405
27746787	35334405	2014-02-17 23:56:20	35334405
27746787	35350842	2014-02-18 04:07:48	35350842
27746787	35351413	2014-02-18 04:22:56	35351413
27746787	35352675	2014-02-18 04:57:57	35352675
27745928	35319005	2014-02-17 20:16:53	35319005
27745928	35324234	2014-02-17 21:25:06	35324234
27388206	34813974	2014-02-11 22:07:16	34813974
27358575	35846861	2014-02-23 22:50:39	35846861
27358575	35846926	2014-02-23 22:53:11	35846926
27358575	35850339	2014-02-24 00:58:04	35850339
26294960	33300441	2014-01-25 20:58:09	33300441
26294960	34451029	2014-02-07 15:36:24	34451029
26294960	37044327	2014-03-07 17:04:59	37044327
26294960	37046510	2014-03-07 17:26:30	37046510
26294960	37051643	2014-03-07 18:17:10	37051643
26294960	37059374	2014-03-07 19:36:01	37059374
26294960	37061665	2014-03-07 19:58:31	37061665
26294960	37067859	2014-03-07 21:09:11	37067859
26294960	37072238	2014-03-07 21:57:08	37072238
26294960	37072565	2014-03-07 22:00:35	37072565
26294960	37073248	2014-03-07 22:07:58	37073248
26294960	37073735	2014-03-07 22:14:04	37073735
26294960	37073857	2014-03-07 22:15:37	37073857
26294960	37078004	2014-03-07 23:08:03	37078004
26294960	37078418	2014-03-07 23:14:06	37078418
26294960	37078446	2014-03-07 23:14:29	37078446
26294960	39779496	2014-04-07 20:30:04	39779496
26294960	39812419	2014-04-08 05:12:28	39812419
26294960	39987445	2014-04-09 16:47:41	39987445
26294960	40029868	2014-04-09 23:50:29	40029868
26294960	40074634	2014-04-10 13:01:00	40074634
26294960	40120791	2014-04-10 18:27:13	40120791
26294960	40121785	2014-04-10 18:35:20	40121785
26294960	40122398	2014-04-10 18:40:20	40122398
26294960	40124890	2014-04-10 19:01:48	40124890
26294960	40125088	2014-04-10 19:03:30	40125088
26294960	40195248	2014-04-11 11:47:12	40195248
26294960	40228138	2014-04-11 17:24:52	40228138
26294960	51226708	2014-08-05 16:56:36	51226708
26159094	33141680	2014-01-23 16:39:55	33141680
25776100	32581321	2014-01-17 05:36:44	32581321
25776100	32586392	2014-01-17 08:01:40	32586392
25776100	32636845	2014-01-17 19:08:05	32636845
25776100	53655248	2014-08-27 23:30:01	53655248
25776100	53655493	2014-08-27 23:33:04	53655493
24343821	30701799	2013-12-16 21:20:06	30701799
24343821	32073788	2014-01-10 22:37:26	32073788
24343821	32088372	2014-01-11 05:49:40	32088372
24088867	30353723	2013-12-11 19:23:23	30353723
23982926	30198318	2013-12-10 04:15:09	30198318
23982926	30208262	2013-12-10 08:47:38	30208262
23982926	30251380	2013-12-10 17:56:43	30251380
23552953	29640748	2013-12-02 17:54:20	29640748
23552953	29957717	2013-12-06 02:01:22	29957717
23552953	30198057	2013-12-10 04:08:52	30198057
23552953	30902631	2013-12-19 03:29:41	30902631
23552953	30954137	2013-12-19 18:42:33	30954137
23552953	55206299	2014-09-11 01:03:37	55206299
23552953	55210678	2014-09-11 02:10:40	55210678
23198964	29308007	2013-11-26 16:37:41	29308007
23198964	30595698	2013-12-15 01:13:34	30595698
23198964	35176297	2014-02-16 03:29:35	35176297
23198964	53488832	2014-08-26 20:47:03	53488832
23198964	53491923	2014-08-26 21:04:10	53491923
23198964	53568255	2014-08-27 12:59:43	53568255
23198964	53584355	2014-08-27 14:54:43	53584355
23198964	53584984	2014-08-27 14:58:40	53584984
23198964	53587425	2014-08-27 15:13:47	53587425
23198964	55377621	2014-09-12 08:59:32	55377621
23198964	56460214	2014-09-22 23:45:33	56460214
23198964	56461516	2014-09-23 00:01:18	56461516
23198964	56462336	2014-09-23 00:11:28	56462336
23198964	56465963	2014-09-23 01:09:36	56465963
22686204	28515349	2013-11-14 19:37:46	28515349
22686204	28516413	2013-11-14 19:50:05	28516413
22686204	28526879	2013-11-14 21:56:50	28526879
22686204	28538399	2013-11-15 00:46:29	28538399
22686204	28540472	2013-11-15 01:28:30	28540472
22448544	28222713	2013-11-11 17:53:03	28222713
22448544	41048675	2014-04-22 14:47:44	41048675
21650580	27177689	2013-10-27 19:56:59	27177689
21650580	27178005	2013-10-27 20:10:25	27178005
21650580	27178081	2013-10-27 20:14:15	27178081
21650580	27178157	2013-10-27 20:17:43	27178157
21650580	27178510	2013-10-27 20:32:53	27178510
21650580	27178684	2013-10-27 20:41:15	27178684
21650580	27196265	2013-10-28 08:48:07	27196265
21650580	27198274	2013-10-28 09:32:33	27198274
21650580	27203030	2013-10-28 11:05:43	27203030
21650580	27203696	2013-10-28 11:18:51	27203696
21650580	27235123	2013-10-28 17:34:03	27235123
21650580	27246790	2013-10-28 19:28:54	27246790
21650580	27281754	2013-10-29 06:51:56	27281754
21650580	27284080	2013-10-29 08:01:53	27284080
21650580	27469923	2013-10-31 08:44:57	27469923
21650580	27497416	2013-10-31 15:47:26	27497416
21415559	26852306	2013-10-22 21:29:24	26852306
21415559	26862852	2013-10-22 23:15:58	26862852
21374304	26831891	2013-10-22 19:04:44	26831891
21374304	27957450	2013-11-07 12:08:16	27957450
21374304	68630609	2015-01-04 12:05:46	68630609
21374304	68660257	2015-01-05 01:57:12	68660257
21374304	68688749	2015-01-05 10:09:30	68688749
21374304	68741589	2015-01-05 17:20:54	68741589
21374304	68779870	2015-01-05 20:57:26	68779870
21374304	68815974	2015-01-06 02:09:05	68815974
21374170	26831692	2013-10-22 19:02:26	26831692
21374170	27959485	2013-11-07 12:45:42	27959485
21374170	27959526	2013-11-07 12:46:33	27959526
21340455	26757750	2013-10-21 21:20:34	26757750
21136858	26537870	2013-10-17 18:47:28	26537870
21136858	27456235	2013-10-31 02:09:34	27456235
21136858	27464411	2013-10-31 06:13:50	27464411
20697137	25915573	2013-10-08 18:32:06	25915573
20697137	40938938	2014-04-21 14:25:25	40938938
20697137	58151869	2014-10-07 08:23:10	58151869
20228222	25329478	2013-09-29 21:19:04	25329478
20079506	25194099	2013-09-26 19:02:39	25194099
20079506	25406584	2013-09-30 21:10:06	25406584
20079506	25416083	2013-09-30 23:48:43	25416083
20079506	28552079	2013-11-15 07:37:17	28552079
20079506	41330697	2014-04-24 20:53:31	41330697
19028434	23892990	2013-09-05 19:00:36	23892990
19028434	23904032	2013-09-05 21:42:17	23904032
19028434	23912725	2013-09-06 01:04:10	23912725
18953891	23767139	2013-09-04 05:39:49	23767139
18953891	23862199	2013-09-05 11:53:23	23862199
18953891	26292390	2013-10-14 21:58:45	26292390
18953891	26308111	2013-10-15 04:10:12	26308111
18953891	60376840	2014-10-24 11:49:43	60376840
18953891	62262894	2014-11-08 16:03:19	62262894
18953891	67774218	2014-12-21 15:43:55	67774218
18953891	68236187	2014-12-29 06:56:14	68236187
18953891	68707291	2015-01-05 13:29:01	68707291
18953891	68716840	2015-01-05 14:47:38	68716840
18953891	68723102	2015-01-05 15:28:24	68723102
18776088	23578518	2013-08-30 17:53:03	23578518
18776088	23605703	2013-08-31 12:48:41	23605703
18194215	22813980	2013-08-17 15:38:43	22813980
17874259	22409478	2013-08-09 17:14:35	22409478
17874259	22444118	2013-08-10 17:53:39	22444118
17874037	22409342	2013-08-09 17:12:21	22409342
17874037	22596908	2013-08-13 20:57:00	22596908
17828831	22365702	2013-08-08 23:22:59	22365702
17828831	22368199	2013-08-09 00:26:10	22368199
17828831	22439431	2013-08-10 13:04:15	22439431
17828831	22442633	2013-08-10 16:24:35	22442633
17828831	22445362	2013-08-10 19:06:23	22445362
17338284	21738712	2013-07-29 18:01:50	21738712
17338284	21773351	2013-07-30 07:10:17	21773351
17338284	24481807	2013-09-15 22:20:17	24481807
17338284	24491301	2013-09-16 06:42:27	24491301
17338284	25951305	2013-10-09 07:21:45	25951305
17338284	26016528	2013-10-09 23:00:58	26016528
17338284	26489412	2013-10-17 09:14:41	26489412
17338284	37094975	2014-03-08 11:00:52	37094975
17338284	37108349	2014-03-08 20:09:45	37108349
17338284	60330106	2014-10-24 00:35:41	60330106
16716902	20924660	2013-07-13 18:57:19	20924660
16716902	20926466	2013-07-13 20:47:38	20926466
16716902	20926841	2013-07-13 21:12:38	20926841
16716902	20926863	2013-07-13 21:13:55	20926863
15433925	19361543	2013-06-12 23:06:58	19361543
15433925	19369453	2013-06-13 02:56:53	19369453
15433925	19415239	2013-06-13 18:44:49	19415239
15433925	24452734	2013-09-14 18:31:55	24452734
15433925	26793391	2013-10-22 10:55:10	26793391
15433925	26832179	2013-10-22 19:08:21	26832179
15432832	19361164	2013-06-12 22:57:22	19361164
15432832	19368132	2013-06-13 02:13:35	19368132
15432832	19372345	2013-06-13 05:07:58	19372345
15432832	19372367	2013-06-13 05:09:04	19372367
15432832	19373163	2013-06-13 05:41:24	19373163
15432832	19415752	2013-06-13 18:52:20	19415752
15302029	19152112	2013-06-08 17:18:46	19152112
15300577	51611713	2014-08-08 14:48:00	51611713
15300577	51612549	2014-08-08 14:54:31	51612549
15300577	51614670	2014-08-08 15:10:32	51614670
15300577	51616090	2014-08-08 15:21:38	51616090
15209527	19057838	2013-06-06 16:39:03	19057838
15161943	18990986	2013-06-05 16:48:07	18990986
15161943	19004166	2013-06-05 19:57:28	19004166
15161943	19005720	2013-06-05 20:20:39	19005720
15161943	19006213	2013-06-05 20:29:00	19006213
15161943	19197301	2013-06-10 13:10:00	19197301
15161943	19217733	2013-06-10 18:37:22	19217733
15161943	19219213	2013-06-10 19:03:04	19219213
15130635	18944848	2013-06-04 22:51:51	18944848
15101346	18922359	2013-06-04 16:46:00	18922359
15101346	18944558	2013-06-04 22:45:25	18944558
15101346	18947176	2013-06-04 23:51:32	18947176
15101346	18947911	2013-06-05 00:12:46	18947911
15101346	18948261	2013-06-05 00:22:10	18948261
15101346	18948638	2013-06-05 00:33:00	18948638
15101346	18991263	2013-06-05 16:52:23	18991263
15101346	19697498	2013-06-19 16:56:15	19697498
15101346	19700976	2013-06-19 17:48:33	19700976
15059253	18872355	2013-06-03 21:24:14	18872355
14924948	18662291	2013-05-30 05:29:32	18662291
14924948	18663006	2013-05-30 06:00:25	18663006
14924948	18678469	2013-05-30 13:02:04	18678469
14924948	18689286	2013-05-30 15:49:29	18689286
14924948	19020750	2013-06-06 02:03:03	19020750
14924948	19021602	2013-06-06 02:32:17	19021602
14924948	19196753	2013-06-10 12:57:40	19196753
14924948	19218080	2013-06-10 18:43:31	19218080
14914072	18651786	2013-05-29 22:59:45	18651786
14914072	19103938	2013-06-07 12:26:34	19103938
14842449	18563795	2013-05-28 16:49:59	18563795
14842449	18590982	2013-05-29 01:31:27	18590982
14842449	18593246	2013-05-29 02:55:17	18593246
14193432	17745157	2013-05-10 21:18:46	17745157
14193432	18455254	2013-05-25 22:52:06	18455254
14193432	18457294	2013-05-26 03:14:50	18457294
14193432	18924211	2013-06-04 17:14:06	18924211
14193432	18937450	2013-06-04 20:39:56	18937450
14098959	17607485	2013-05-08 14:01:55	17607485
14098959	17622387	2013-05-08 17:51:05	17622387
14098959	17639110	2013-05-08 22:52:53	17639110
14098959	17639848	2013-05-08 23:10:55	17639848
14098959	17642936	2013-05-09 00:37:20	17642936
14098959	17678741	2013-05-09 17:51:49	17678741
14021484	17630353	2013-05-08 20:05:48	17630353
14021484	17632402	2013-05-08 20:41:29	17632402
14021484	17636410	2013-05-08 21:50:56	17636410
14021484	17736334	2013-05-10 18:22:54	17736334
13028192	16188662	2013-04-10 17:22:02	16188662
12052902	14974287	2013-03-15 17:32:02	14974287
12052902	14975749	2013-03-15 17:59:40	14975749
12052902	14975826	2013-03-15 18:00:59	14975826
12052902	14976521	2013-03-15 18:13:38	14976521
11889626	14815976	2013-03-13 01:04:52	14815976
11889626	14816023	2013-03-13 01:06:27	14816023
11517062	14259883	2013-02-28 21:52:06	14259883
11517062	14277166	2013-03-01 08:05:32	14277166
11517062	14277340	2013-03-01 08:12:54	14277340
11517062	14307352	2013-03-01 19:41:31	14307352
11517062	14308054	2013-03-01 19:55:53	14308054
11517062	42164870	2014-05-05 07:34:48	42164870
11517062	42248877	2014-05-05 22:33:30	42248877
11515988	14815666	2013-03-13 00:54:15	14815666
11515988	14815703	2013-03-13 00:55:40	14815703
11515988	14816017	2013-03-13 01:06:22	14816017
11515988	68236420	2014-12-29 07:02:54	68236420
11515981	39095870	2014-03-31 14:40:22	39095870
11515981	61711890	2014-11-04 20:49:28	61711890
11515981	63228926	2014-11-16 17:33:35	63228926
11515966	26482621	2013-10-17 06:51:50	26482621
11515966	26537534	2013-10-17 18:43:27	26537534
11515962	19535840	2013-06-17 09:57:43	19535840
11515962	19580885	2013-06-17 23:03:57	19580885
11515962	19580938	2013-06-17 23:05:29	19580938
11515962	19581172	2013-06-17 23:11:26	19581172
11515962	19585239	2013-06-18 01:08:07	19585239
11515962	52565380	2014-08-18 22:37:26	52565380
11515962	52566083	2014-08-18 22:45:05	52566083
11515962	52606993	2014-08-19 08:57:48	52606993
11515962	52665492	2014-08-19 17:04:07	52665492
11515962	52666514	2014-08-19 17:11:25	52666514
11515949	28265069	2013-11-12 03:25:26	28265069
11515949	32925136	2014-01-21 18:50:44	32925136
11515942	24497088	2013-09-16 09:08:42	24497088
11515941	14684992	2013-03-10 17:23:39	14684992
11515924	19007572	2013-06-05 20:51:15	19007572
11515924	36624641	2014-03-04 13:45:26	36624641
11515922	14946837	2013-03-15 07:29:59	14946837
11515922	29890102	2013-12-05 11:24:54	29890102
11515922	29956645	2013-12-06 01:37:24	29956645
11515922	38997156	2014-03-29 14:32:36	38997156
11515922	38999352	2014-03-29 15:48:54	38999352
11515920	17113306	2013-04-27 09:31:56	17113306
11515920	17121275	2013-04-27 18:53:39	17121275
11515918	15632327	2013-03-29 08:19:42	15632327
11515918	15680743	2013-03-30 19:53:29	15680743
11515918	15680947	2013-03-30 20:08:54	15680947
11515918	15707723	2013-04-01 08:27:52	15707723
11515918	15708873	2013-04-01 08:53:05	15708873
11515918	15714966	2013-04-01 13:21:16	15714966
11515918	38617452	2014-03-25 20:38:48	38617452
11515915	49752335	2014-07-22 15:10:29	49752335
11515915	49851848	2014-07-23 09:30:39	49851848
11515913	43529488	2014-05-19 16:59:48	43529488
11515909	46760154	2014-06-21 17:50:52	46760154
11515909	66920950	2014-12-14 17:35:43	66920950
11515909	66949190	2014-12-15 04:37:48	66949190
11515908	17119220	2013-04-27 16:46:35	17119220
11515908	17121252	2013-04-27 18:52:07	17121252
11515908	17123689	2013-04-27 21:32:51	17123689
11515908	17123710	2013-04-27 21:34:25	17123710
11515908	24478044	2013-09-15 19:22:08	24478044
11515908	24481921	2013-09-15 22:27:10	24481921
11515908	30163488	2013-12-09 19:14:01	30163488
11515908	30227259	2013-12-10 13:39:04	30227259
11515908	31398966	2013-12-31 15:41:56	31398966
11515908	31422026	2014-01-01 12:06:34	31422026
11515908	32125730	2014-01-12 16:05:10	32125730
11515908	32146628	2014-01-13 05:42:43	32146628
11515908	33616838	2014-01-29 18:53:31	33616838
11515908	64584965	2014-11-26 11:42:03	64584965
11515901	66680462	2014-12-11 20:11:32	66680462
11515897	17568405	2013-05-07 20:31:39	17568405
11515897	17569437	2013-05-07 20:47:40	17569437
11515897	17623744	2013-05-08 18:14:54	17623744
11515897	17626273	2013-05-08 18:52:57	17626273
11515897	29326107	2013-11-26 19:46:38	29326107
11515897	41046415	2014-04-22 14:30:51	41046415
11515897	41077426	2014-04-22 18:37:31	41077426
11515897	41096471	2014-04-22 21:13:02	41096471
11515888	15848567	2013-04-03 16:47:37	15848567
11515888	15848768	2013-04-03 16:51:25	15848768
11515888	16019158	2013-04-07 17:23:27	16019158
11515888	16020427	2013-04-07 18:29:32	16020427
11515888	16029809	2013-04-08 02:32:42	16029809
11515888	16029911	2013-04-08 02:38:37	16029911
11515888	16035580	2013-04-08 07:05:48	16035580
11515888	16064701	2013-04-08 17:20:44	16064701
11515888	16071170	2013-04-08 19:01:45	16071170
11515888	16073129	2013-04-08 19:33:49	16073129
11515888	16250909	2013-04-11 17:55:38	16250909
11515888	16395441	2013-04-15 16:23:20	16395441
11515888	16395976	2013-04-15 16:32:31	16395976
11515888	16518599	2013-04-17 16:59:33	16518599
11515888	16519004	2013-04-17 17:06:54	16519004
11515888	16519349	2013-04-17 17:13:42	16519349
11515888	16519567	2013-04-17 17:17:49	16519567
11515888	16868337	2013-04-23 16:11:51	16868337
11515888	16871740	2013-04-23 17:03:23	16871740
11515888	16903216	2013-04-24 01:26:57	16903216
11515888	16934781	2013-04-24 14:37:26	16934781
11515888	16937366	2013-04-24 15:15:04	16937366
11515888	16951155	2013-04-24 17:36:14	16951155
11515888	16962885	2013-04-24 20:33:42	16962885
11515888	16965490	2013-04-24 21:09:25	16965490
11515888	16966707	2013-04-24 21:21:22	16966707
11515888	16972708	2013-04-24 22:09:35	16972708
11515888	17744594	2013-05-10 21:05:38	17744594
11515888	17744711	2013-05-10 21:08:06	17744711
11515888	17903572	2013-05-14 20:40:13	17903572
11515888	17906508	2013-05-14 21:27:50	17906508
11515888	17911670	2013-05-14 23:22:54	17911670
11515888	18414680	2013-05-24 16:14:03	18414680
11515888	18415778	2013-05-24 16:33:12	18415778
11515888	18416170	2013-05-24 16:39:27	18416170
11515888	28633353	2013-11-16 19:06:05	28633353
11515888	28669750	2013-11-18 01:14:33	28669750
11515888	30084497	2013-12-08 16:07:14	30084497
11515888	36700940	2014-03-05 01:31:17	36700940
11515888	37182879	2014-03-10 13:43:56	37182879
11515888	63222089	2014-11-16 15:07:01	63222089
11515888	63230618	2014-11-16 18:10:49	63230618
11515888	63234567	2014-11-16 19:32:53	63234567
11515832	38626275	2014-03-25 21:57:23	38626275
11515832	43612595	2014-05-20 11:12:36	43612595
11515832	43649595	2014-05-20 16:30:50	43649595
11515832	43736017	2014-05-21 09:59:11	43736017
11515832	43796389	2014-05-21 18:31:39	43796389
11515832	45202802	2014-06-05 10:16:10	45202802
11515832	45243479	2014-06-05 16:39:39	45243479
11515832	45356353	2014-06-06 16:26:33	45356353
11515832	45366005	2014-06-06 17:57:23	45366005
11515832	45959691	2014-06-12 23:15:59	45959691
11515832	46218696	2014-06-16 18:51:34	46218696
11515832	52453801	2014-08-18 05:34:52	52453801
11515832	53943469	2014-08-30 00:36:57	53943469
11515832	53943934	2014-08-30 00:49:30	53943934
11515832	53944117	2014-08-30 00:54:59	53944117
11515832	63184222	2014-11-15 19:11:09	63184222
11515832	63260278	2014-11-17 05:05:00	63260278
11515831	24255219	2013-09-11 16:33:46	24255219
11515831	24255984	2013-09-11 16:43:50	24255984
11515831	24256813	2013-09-11 16:54:40	24256813
11515831	24257470	2013-09-11 17:03:13	24257470
11515831	24263473	2013-09-11 18:18:49	24263473
11515831	24331365	2013-09-12 15:40:17	24331365
11515831	24338355	2013-09-12 17:09:20	24338355
11515831	24341167	2013-09-12 17:46:50	24341167
11515831	24341823	2013-09-12 17:54:53	24341823
11515831	24384984	2013-09-13 10:09:49	24384984
11515831	26485998	2013-10-17 08:11:07	26485998
11515831	26486608	2013-10-17 08:22:47	26486608
11515831	27480416	2013-10-31 12:05:35	27480416
11515831	27638579	2013-11-03 04:08:00	27638579
11515831	28125031	2013-11-09 11:25:48	28125031
11515831	28128057	2013-11-09 14:13:58	28128057
11515831	28631080	2013-11-16 17:17:48	28631080
11515831	28669574	2013-11-18 01:07:09	28669574
11515831	28675695	2013-11-18 05:09:44	28675695
11515831	28692464	2013-11-18 11:54:35	28692464
11515831	32073537	2014-01-10 22:34:42	32073537
11515831	32901448	2014-01-21 16:25:35	32901448
11515831	34932571	2014-02-12 23:44:19	34932571
11515831	34939334	2014-02-13 01:28:59	34939334
11515831	34972898	2014-02-13 12:17:43	34972898
11515831	34973186	2014-02-13 12:22:29	34973186
11515831	34974502	2014-02-13 12:44:42	34974502
11515831	34994691	2014-02-13 16:16:59	34994691
11515831	34996189	2014-02-13 16:29:51	34996189
11515831	34996743	2014-02-13 16:34:17	34996743
11515831	34998932	2014-02-13 16:52:19	34998932
11515831	35006896	2014-02-13 18:04:19	35006896
11515831	35034993	2014-02-13 22:37:34	35034993
11515831	35057496	2014-02-14 05:37:42	35057496
11515831	35217032	2014-02-16 21:59:42	35217032
11515831	35219887	2014-02-16 23:26:21	35219887
11515831	36403667	2014-02-28 23:01:28	36403667
11515831	36403804	2014-02-28 23:03:48	36403804
11515831	36404184	2014-02-28 23:09:23	36404184
11515831	36405692	2014-02-28 23:32:01	36405692
11515831	36411573	2014-03-01 01:29:54	36411573
11515831	36538980	2014-03-03 18:08:21	36538980
11515831	36540846	2014-03-03 18:25:37	36540846
11515831	36569725	2014-03-03 22:38:26	36569725
11515831	36588087	2014-03-04 03:12:51	36588087
11515831	36648742	2014-03-04 17:12:15	36648742
11515831	36651070	2014-03-04 17:33:53	36651070
11515831	36651181	2014-03-04 17:34:58	36651181
11515831	37240400	2014-03-10 22:02:47	37240400
11515831	44789979	2014-06-01 21:30:15	44789979
11515831	44793839	2014-06-02 00:21:24	44793839
11515831	44816836	2014-06-02 09:19:25	44816836
11515831	44839460	2014-06-02 13:56:11	44839460
11515831	46424587	2014-06-18 11:39:23	46424587
11515831	46436875	2014-06-18 13:44:48	46436875
11515831	46761386	2014-06-21 18:40:48	46761386
11515831	46763752	2014-06-21 20:21:23	46763752
11394857	14142663	2013-02-26 22:03:08	14142663
11394857	14175692	2013-02-27 14:19:34	14175692
11394857	14191989	2013-02-27 18:57:20	14191989
11394857	14198569	2013-02-27 20:50:56	14198569
11394857	14215431	2013-02-28 03:53:41	14215431
11394857	14218586	2013-02-28 06:09:45	14218586
11394857	14521864	2013-03-06 19:48:37	14521864
11394857	14533249	2013-03-06 23:29:17	14533249
11394857	14536186	2013-03-07 00:43:37	14536186
11394857	14670966	2013-03-09 21:21:48	14670966
11394857	14672200	2013-03-09 22:38:14	14672200
11394857	14674548	2013-03-10 01:46:51	14674548
11394857	14676268	2013-03-10 04:39:39	14676268
11394857	14688700	2013-03-10 20:36:02	14688700
11394857	14689018	2013-03-10 20:52:45	14689018
11394857	15010651	2013-03-16 19:24:55	15010651
11394857	15011148	2013-03-16 19:57:16	15011148
11394857	15030693	2013-03-17 20:57:24	15030693
11394857	15034325	2013-03-18 00:15:07	15034325
11394857	15099154	2013-03-19 06:16:18	15099154
11394857	15100875	2013-03-19 07:34:32	15100875
11394857	15214512	2013-03-21 01:27:10	15214512
